district,latitude,longitude,elevation,rainfall_mm,readiness_score,status
Mysore,12.309442,76.654533,752,-25.690527733401133,50,Moderate Preparedness
Nabarangapur,19.224792,82.557829,568,8.768961100868404,58,Moderate Preparedness
Nadia,23.418592,88.504458,14,-45.41713211940742,84,Well Prepared
Nagaon,26.355771,92.686525,68,42.08561388248424,83,Well Prepared
Nagapattinam,10.770587,79.834871,3,14.225153014684896,73,Well Prepared
Nagaur,27.200302,73.736974,297,-0.38461938401583895,70,Well Prepared
Nagpur,21.148204,79.096814,310,-7.146610076408685,62,Moderate Preparedness
Nainital,29.380565,79.470524,1922,24.99146641818883,54,Moderate Preparedness
Nalanda,25.194764,85.521417,59,26.65797105459613,79,Well Prepared
Nalbari,26.444776,91.445234,53,19.028364348647955,84,Well Prepared
Nalgonda,17.061325,79.267503,245,-3.537538675685503,61,Moderate Preparedness
Namakkal,11.225821,78.171836,195,-9.385681670567996,65,Moderate Preparedness
Nanded,19.159314,77.313188,363,13.707234893447474,54,Moderate Preparedness
Nandurbar,21.36675,74.244736,215,-23.07571529589597,69,Moderate Preparedness
Narmada,21.875823,73.499823,35,-32.74137774244232,78,Well Prepared
Narsimhapur,22.948386,79.193312,357,-19.833428405083964,50,Moderate Preparedness
Nashik,20.006006,73.795878,580,13.058241461514532,57,Moderate Preparedness
Navsari,20.948755,72.925226,12,1.5965559772476303,84,Well Prepared
Nawada,24.887955,85.543198,88,-16.76318543770164,75,Well Prepared
Nawanshahr,31.120012,76.130554,258,25.869088226535855,62,Moderate Preparedness
Nayagarh,20.120189,85.098925,148,-2.032655560630047,70,Well Prepared
Neemuch,24.473691,74.876342,488,12.87187766635413,59,Moderate Preparedness
Nellore,14.449206,79.983616,22,20.35881669207365,77,Well Prepared
Nizamabad,18.654235,78.09389,389,-2.8888479310435256,58,Moderate Preparedness
North,27.50395,88.536203,1171,-26.019368944352937,61,Moderate Preparedness
North Cachar Hills,25.167627,93.015884,630,27.46275118295817,50,Moderate Preparedness
North Goa,15.480081,73.822329,12,25.380254802975337,71,Well Prepared
North Tripura,24.342116,92.017914,32,32.3058535134022,77,Well Prepared
North 24 Parganas,22.724797,88.507529,10,16.16302191171346,71,Well Prepared
Nuapada,20.819327,82.555776,344,16.036035829324838,62,Moderate Preparedness
Osmanabad,18.181663,76.041686,656,9.328735873754185,63,Moderate Preparedness
Pachim Sionghum,22.554553,85.808737,229,9.14183003774854,62,Moderate Preparedness
Pakaur,24.635842,87.834711,41,25.78659758474917,70,Well Prepared
Palakkad,10.772089,76.658319,91,-5.1847725300775025,81,Well Prepared
Palamu,24.040242,84.069328,225,0.18960548349957884,60,Moderate Preparedness
Pali,25.777043,73.322215,216,7.712478946048389,61,Moderate Preparedness
Panch Mahals,22.772915,73.60953,123,11.255802363356652,63,Moderate Preparedness
Panchkula,30.722619,76.880191,387,-14.643677581137828,63,Moderate Preparedness
Panipat,29.387951,76.968552,236,-9.581359042178986,71,Well Prepared
Panna,24.719464,80.189266,410,-18.856860326184748,62,Moderate Preparedness
Papum Pare,27.101465,93.597901,372,1.9030685806333287,63,Moderate Preparedness
Parbhani,19.268358,76.777025,418,-18.514741580613144,63,Moderate Preparedness
Paschim Medinapur,22.42833,87.323882,44,-9.977736526887975,81,Well Prepared
Paschim Champaran,26.804014,84.510335,78,27.652770511609415,76,Well Prepared
Patan,23.845103,72.111466,81,-21.554559536608153,77,Well Prepared
Pathanamthitta,9.294782,76.75528,77,-32.93787349813099,76,Well Prepared
Patiala,30.317367,76.407038,252,32.25389203135142,65,Moderate Preparedness
Patna,25.603125,85.119195,57,-44.051426218669675,71,Well Prepared
Perambalur,11.243109,78.866417,132,2.3355263840002576,60,Moderate Preparedness
Phek,25.701797,94.465739,1323,0.6403874920949075,52,Moderate Preparedness
Pilibhit,28.634994,79.812128,188,5.692846550482355,68,Moderate Preparedness
Pithoragarh,29.583696,80.203698,1578,4.76625160884894,55,Moderate Preparedness
Pondicherry,11.935363,79.83229,6,8.670598692615279,71,Well Prepared
Porbandar,21.636581,69.59674,0,-9.45114776684706,70,Well Prepared
Prakasam,15.514451,80.048738,12,12.608295523650643,72,Well Prepared
Pratapgarh,25.93741,81.995137,94,1.8212301946012013,70,Well Prepared
Pudukkottai,10.383944,78.81216,99,21.144973568934244,78,Well Prepared
Punch,33.773791,74.081247,1009,22.580475612549044,62,Moderate Preparedness
Pune,18.525994,73.862602,556,-15.602590851509989,52,Moderate Preparedness
Purba Champaran,26.653574,84.925161,69,29.30759654298571,73,Well Prepared
Purba Medinapur,22.301044,87.919817,6,0.8784490844602639,70,Well Prepared
East Singbhum,22.799522,86.197389,159,17.86026541515068,73,Well Prepared
Puri,19.79549,85.838807,4,11.002516454020007,75,Well Prepared
Purnia,25.777226,87.47066,41,-7.55499839529406,73,Well Prepared
Puruliya,23.332193,86.366718,246,-1.4944501343361085,72,Well Prepared
Rae Bareli,26.231689,81.230631,114,15.749526739024445,69,Moderate Preparedness
Raichur,16.207752,77.358779,406,-9.232728918519475,57,Moderate Preparedness
Raigarh,21.908949,83.395958,222,15.764267029453624,74,Well Prepared
Raigarh,18.646539,72.875994,4,15.115045344902546,83,Well Prepared
Raipur,21.227374,81.629069,295,7.9435892242885,61,Moderate Preparedness
Raisen,23.33011,77.780588,451,-13.325195247384842,54,Moderate Preparedness
Rajgarh,24.005868,76.739744,378,25.79692745473895,54,Moderate Preparedness
Rajkot,22.295207,70.805355,133,-11.731830820521612,74,Well Prepared
Rajnandgaon,21.089426,81.034625,304,11.968691027122627,55,Moderate Preparedness
Rajsamand,25.075336,73.860393,565,2.8100134941130075,58,Moderate Preparedness
Ramanathapuram,9.363516,78.840969,9,-23.085596773348087,81,Well Prepared
Rampur,28.791807,79.029148,191,11.471092872126977,69,Moderate Preparedness
Ranchi,23.363068,85.340321,635,0.023102043262982264,52,Moderate Preparedness
Ratlam,23.327034,75.040755,484,4.57034118415932,59,Moderate Preparedness
Ratnagiri,16.990597,73.297537,21,25.480102484659973,81,Well Prepared
Rayagada,19.165286,83.412105,223,3.7226955568150184,68,Moderate Preparedness
Rewa,24.540725,81.288305,300,-7.383610695075774,60,Moderate Preparedness
Rewari,28.198138,76.615433,247,2.2467009589692246,69,Moderate Preparedness
Ri Bhoi,25.915944,91.88132,589,-9.504171988160527,61,Moderate Preparedness
Rohtak,28.888214,76.587935,223,24.194844635632656,61,Moderate Preparedness
Rohtas,24.92088,84.039698,154,-34.869709200395846,66,Moderate Preparedness
Rudraprayag,30.29541,78.986665,817,-0.9074496106925936,63,Moderate Preparedness
Rupnagar,30.964466,76.526375,275,-13.928607842565215,67,Moderate Preparedness
Sabar Kantha,23.605115,72.96492,142,-24.596039382792103,68,Moderate Preparedness
Sagar,23.837188,78.749867,530,-25.771303212562334,64,Moderate Preparedness
Saharanpur,29.965049,77.553476,277,22.10670454402649,74,Well Prepared
Saharsa,25.872235,86.59889,45,-6.71599733552307,79,Well Prepared
Sahibganj,25.244524,87.632966,44,0.6271190311273052,77,Well Prepared
Saiha,22.513447,92.979389,733,12.914377303015948,62,Moderate Preparedness
Salem,11.65821,78.152968,284,-17.327148082337803,74,Well Prepared
Samastipur,25.846512,85.779185,49,20.57309808365638,83,Well Prepared
Sambalpur,21.466623,83.986047,159,8.80069029404015,63,Moderate Preparedness
Sangli,16.860757,74.57878,553,59.2245102555555,63,Moderate Preparedness
Sangrur,30.241479,75.841924,237,10.957565654411278,68,Moderate Preparedness
Sant Kabir Nagar,26.778133,83.086966,80,31.15385082060772,82,Well Prepared
Sant Ravidas Nagar,25.335702,82.46387,88,1.9964743045912543,80,Well Prepared
Saraikela,22.715002,85.939556,183,-16.965022658271568,66,Moderate Preparedness
Saran,25.777293,84.751385,56,16.376762966547297,75,Well Prepared
Satara,17.690393,74.010744,689,-1.0691132578102196,56,Moderate Preparedness
Satna,24.566488,80.833433,318,16.518590960839475,59,Moderate Preparedness
Sawai Madhopur,25.987844,76.381194,318,16.408255644817054,50,Moderate Preparedness
Sehore,23.206208,77.085006,499,11.758656734510478,63,Moderate Preparedness
Senapati,25.302888,94.048471,1163,-13.44277307817258,50,Moderate Preparedness
Seoni,22.088143,79.548337,617,14.989764337955917,64,Moderate Preparedness
Serchhip,23.3256,92.864991,798,0.6034327801560564,52,Moderate Preparedness
Shahdol,23.294345,81.360684,464,16.73290435796467,52,Moderate Preparedness
Shahjahanpur,27.871092,79.908609,153,30.153366434405783,74,Well Prepared
Shajapur,23.423091,76.280682,445,2.62177889980418,55,Moderate Preparedness
Sheikhpura,25.147495,85.839471,48,19.991821472168198,84,Well Prepared
Sheohar,26.514445,85.29636,66,29.620028640324183,82,Well Prepared
Sheopur,25.676035,76.698332,229,19.79713949475671,65,Moderate Preparedness
Shimla,31.10003,77.171181,2056,27.02320947868786,57,Moderate Preparedness
Shimoga,13.930893,75.576068,582,-0.9717306014421507,61,Moderate Preparedness
Shivpuri,25.42602,77.653283,468,27.748062662585383,56,Moderate Preparedness
Shrawasti,27.700545,81.931928,121,4.702563296095418,71,Well Prepared
Sibsagar,26.984297,94.639508,95,-5.522011685177002,83,Well Prepared
Siddharthnagar,27.246253,83.066141,87,13.297650223373902,70,Well Prepared
Sidhi,24.409558,81.883792,278,-1.1158285783624549,65,Moderate Preparedness
Sikar,27.610617,75.147048,433,-13.727245185383959,52,Moderate Preparedness
Simdega,22.615172,84.502538,432,-2.294091433867861,61,Moderate Preparedness
Sindhudurg,16.107985,73.714977,28,-2.2426173455543874,74,Well Prepared
Sirmaur,30.525617,77.230732,438,-24.43915351038856,55,Moderate Preparedness
Sirohi,24.89138,72.857774,317,22.7929883213743,50,Moderate Preparedness
Sirsa,29.531177,75.026343,203,4.4713611545730325,74,Well Prepared
Sitamarhi,26.59391,85.496766,68,-20.595352438442024,72,Well Prepared
Sitapur,27.563585,80.686343,139,3.788047127254669,71,Well Prepared
Sivaganga,9.860311,78.481581,102,2.26918870789582,74,Well Prepared
Siwan,26.22132,84.361494,67,18.476120131515465,84,Well Prepared
Solan,30.910522,77.108405,1499,1.0230875506284822,63,Moderate Preparedness
Solapur,17.672099,75.907906,471,34.828017042580456,60,Moderate Preparedness
Sonbhadra,24.687697,83.069029,315,-29.744726940725602,61,Moderate Preparedness
Sonipat,28.979449,77.024728,222,11.552025258389216,67,Moderate Preparedness
Sonitpur,26.623221,92.791733,72,-17.950306306918474,79,Well Prepared
South,27.163151,88.359601,1274,17.23581733707698,56,Moderate Preparedness
South 24 Parganas,22.484754,88.265534,6,9.529418273771226,84,Well Prepared
South Garo Hills,25.200104,90.645557,64,5.413060516150779,77,Well Prepared
South Goa,15.304936,73.959411,31,9.612384112381104,76,Well Prepared
South Tripura,23.53045,91.485363,26,-11.155699848736043,75,Well Prepared
Srikakulam,18.296866,83.891833,12,12.577153590735472,74,Well Prepared
Srinagar,34.083627,74.810746,1587,-5.373602330680045,63,Moderate Preparedness
Sultanpur,26.262349,82.073784,96,-48.06509980149119,75,Well Prepared
Sundargarh,22.128217,84.048498,236,-5.952690473439992,64,Moderate Preparedness
Supaul,26.246247,86.644513,58,-24.810515694925257,80,Well Prepared
Surat,21.205128,72.847119,15,25.43938524961889,77,Well Prepared
Surendranagar,22.732978,71.614645,75,-10.013369518622918,82,Well Prepared
Surguja,23.118939,83.207362,607,-7.314351178661649,51,Moderate Preparedness
Tamenglong,24.996325,93.502375,1030,45.091919788649086,67,Moderate Preparedness
Tawang,27.587899,91.885444,2605,11.171763894902467,57,Moderate Preparedness
Tehri Garhwal,30.376102,78.498598,982,-11.655013344333323,59,Moderate Preparedness
Thane,19.205931,72.971198,18,-20.559280789593387,82,Well Prepared
Thanjavur,10.785111,79.138403,55,-14.791730647960362,83,Well Prepared
The Dangs,20.756817,73.689483,436,-5.174164059883026,54,Moderate Preparedness
The Nilgiris,11.415521,76.705867,2300,-15.908784263559637,53,Moderate Preparedness
Theni,9.999588,77.464364,301,8.157788380835116,54,Moderate Preparedness
Thiruvallur,13.153773,79.915219,39,29.09538683453211,76,Well Prepared
Thiruvananthapuram,8.490191,76.917805,10,-51.2687165046414,83,Well Prepared
Thiruvarur,10.780886,79.626455,13,32.02827365463802,76,Well Prepared
Thoothukkudi,8.810166,78.148882,7,18.630408202671394,73,Well Prepared
Thoubal,24.637889,94.006052,778,-8.388924943677022,50,Moderate Preparedness
Thrissur,10.522671,76.21865,13,31.620850946731814,74,Well Prepared
Tikamgarh,24.743252,78.831962,355,-21.64944097586405,59,Moderate Preparedness
Tinsukia,27.49208,95.370027,124,-30.629286652856234,61,Moderate Preparedness
Tirap,26.991189,95.50663,841,1.8234370920541352,63,Moderate Preparedness
Tiruchirapalli,10.82225,78.681043,74,27.651134464717263,83,Well Prepared
Tirunelveli,8.730059,77.692464,43,5.8741019835156845,81,Well Prepared
Tiruvannamalai,12.233386,79.07432,209,-12.793334386854584,68,Moderate Preparedness
Tonk,26.171361,75.788097,280,-0.9713925698571999,74,Well Prepared
Tuensang,26.229854,94.814512,1508,35.586757799022024,57,Moderate Preparedness
Tumkur,13.353655,77.096527,812,8.277529416037247,58,Moderate Preparedness
Udaipur,24.585424,73.686924,590,9.960757911035916,51,Moderate Preparedness
Udham Singh Nagar,28.966203,79.396914,211,17.335078932732785,63,Moderate Preparedness
Udhampur,32.91258,75.108491,680,14.904387872024218,56,Moderate Preparedness
Udupi,13.359567,74.759237,26,0.3011746160998934,83,Well Prepared
Ujjain,23.185696,75.779601,492,27.296197960751428,51,Moderate Preparedness
Ukhrul,25.091234,94.363891,1731,32.98123465650346,62,Moderate Preparedness
Umaria,23.525654,80.837774,456,-23.83043987364821,64,Moderate Preparedness
Una,31.46426,76.268458,375,-0.7450455642494052,51,Moderate Preparedness
Unnao,26.545632,80.489814,128,-4.794880216969938,66,Moderate Preparedness
Upper Siang,28.613345,95.066152,898,-15.718647439428322,50,Moderate Preparedness
Upper Subansiri,28.029687,94.216858,720,-23.423763815214674,62,Moderate Preparedness
Uttar Dinajpur,25.609131,88.125952,35,26.273714224282987,71,Well Prepared
Uttara Kannada,14.804209,74.131214,47,3.6066785902234813,80,Well Prepared
Uttarkashi,30.715986,78.430542,1466,1.6953959740278841,61,Moderate Preparedness
Vadodara,22.287726,73.206027,36,29.854171981762878,79,Well Prepared
Vaishali,25.676599,85.219298,53,9.81149740064473,84,Well Prepared
Valsad,20.631227,72.933378,8,-2.537748565411832,84,Well Prepared
Varanasi,25.325043,82.975165,80,12.243749997407937,81,Well Prepared
Vellore,12.909641,79.139241,255,-66.75809843542906,66,Moderate Preparedness
Vidisha,23.531456,77.812138,424,40.46497425890923,64,Moderate Preparedness
Viluppuram,11.936979,79.487333,47,-2.408093418557384,82,Well Prepared
Virudhunagar,9.594003,77.952743,101,-5.606251204495656,74,Well Prepared
Visakhapatnam,17.724253,83.305865,29,-37.279778042420006,76,Well Prepared
Vizianagaram,18.124612,83.406912,66,2.797619979768824,81,Well Prepared
Warangal,18.030289,79.57543,255,-21.671663001502257,73,Well Prepared
Wardha,20.735221,78.604456,281,7.432854795310126,63,Moderate Preparedness
Washim,20.108935,77.142117,550,1.4759832533299813,55,Moderate Preparedness
Wayanad,11.606117,76.088347,812,37.82913193500909,61,Moderate Preparedness
West Sikkim,27.290085,88.244703,1442,2.258166770999006,63,Moderate Preparedness
West Garo Hills,25.505214,90.280827,957,23.28796394320866,59,Moderate Preparedness
West Godavari,16.719836,81.100761,18,1.1897545222675796,82,Well Prepared
West Kameng,27.264281,92.425854,2468,-12.217253447647051,54,Moderate Preparedness
West Khasi Hills,25.518083,91.269445,1361,19.466319704423054,58,Moderate Preparedness
West Nimar,21.825248,75.61635,255,5.78833881172989,71,Well Prepared
West Siang,28.168599,94.80047,266,-24.978296530056227,66,Moderate Preparedness
West Tripura,23.827795,91.274175,17,-12.673943809104566,73,Well Prepared
Wokha,26.0917,94.258877,1383,-10.015570996185163,54,Moderate Preparedness
Yamunanagar,30.30369,77.307789,304,-8.178062185514753,63,Moderate Preparedness
Yanam,16.734771,82.213971,7,-15.959907461350538,79,Well Prepared
Yavatmal,20.3876,78.131472,452,18.53774523062611,52,Moderate Preparedness
Zunheboto,26.009562,94.521241,1639,14.272155657795865,54,Moderate Preparedness
Rangareddi,17.3891,77.8367,602,8.312755947781529,50,Moderate Preparedness
Vishakhapatnam,17.724,82.7347,113,9.001120756514835,61,Moderate Preparedness
Golapara,26.0876,90.5636,49,2.4158029835099764,77,Well Prepared
Bastar,19.1071,81.9535,544,-7.844203367683216,50,Moderate Preparedness
Badgam,33.9349,74.64,2098,-3.2122604281570486,53,Moderate Preparedness
Doda,33.0469,75.6208,1472,-40.13530749134123,60,Moderate Preparedness
Kargil,34.262,76.2711,4815,-8.223733459428143,60,Moderate Preparedness
Kupwara,34.4319,74.124,1984,21.53511696687671,55,Moderate Preparedness
Pulwama,33.9819,75.0144,2030,-11.083657970296972,64,Moderate Preparedness
Rajauri,33.3717,74.3153,950,32.71234511937933,63,Moderate Preparedness
West Singbhum,22.3651,85.4376,358,16.947216510052094,52,Moderate Preparedness
Bangalore Rural,13.2847,77.6078,920,46.96028886735959,73,Well Prepared
Chikmangalur,13.4045,75.6208,1051,1.9270469836511763,54,Moderate Preparedness
Davanagere,14.3318,75.9928,604,-44.58770780247362,58,Moderate Preparedness
Imphal East,24.7807,93.9674,779,16.265178530091525,54,Moderate Preparedness
Imphal West,24.7828,93.8859,780,-4.0757318306588335,53,Moderate Preparedness
Aizwal,23.8789,92.8976,627,8.24383999087042,63,Moderate Preparedness
Lawngtlai,22.3114,92.6984,332,-6.97453879411974,51,Moderate Preparedness
Sonapur,20.9338,83.8049,122,-22.917893261098065,67,Moderate Preparedness
North Sikkim,27.8236,88.5565,3679,22.553458831307616,50,Moderate Preparedness
South Sikkim,27.2858,88.3946,1360,1.3803769270591366,52,Moderate Preparedness
Ariyalur,11.2399,79.2902,80,30.95499527774123,71,Well Prepared
Bulandshahar,28.4215,78.0195,202,-10.58130043776728,66,Moderate Preparedness
Siddharth Nagar,27.2716,82.821,89,0.7014081189757997,82,Well Prepared
Burdwan,23.4595,87.6186,67,-22.305781847229838,84,Well Prepared
Cooch Behar,26.3234,89.3227,48,18.861975967023092,70,Well Prepared
South Dinajpur,25.3715,88.5565,29,4.1773731369700675,82,Well Prepared
Darjeeling,26.9287,88.3628,1037,8.742259970101045,59,Moderate Preparedness
Howrah,22.5604,88.051,7,12.63037269023596,82,Well Prepared
Hooghly,22.8963,88.2461,9,3.2055765213828717,81,Well Prepared
Malda,25.1786,88.2461,35,11.557465659729948,72,Well Prepared
Midnapore,22.408,87.3811,27,5.451631629142324,75,Well Prepared
Purulia,23.3322,86.3616,247,0.03366400135628478,73,Well Prepared
North Dinajpur,25.981,88.051,47,-3.503435916926659,77,Well Prepared
New Delhi,28.6139,77.209,219,24.593633317989124,60,Moderate Preparedness
Andaman,10.7449,92.5,51,4.116359861548031,71,Well Prepared
Nicobar,7.1205,93.7842,157,32.41508040830004,61,Moderate Preparedness
Mahe,11.7003,75.5425,14,-8.413476388548068,70,Well Prepared
Sikkim,27.3516,88.3239,1299,3.799078005180101,53,Moderate Preparedness
Lakshadweep,10.5667,72.6417,7,-7.831705711343584,76,Well Prepared
Goa,15.2993,74.124,97,3.469779028690838,72,Well Prepared
